mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,step_id,workunit_id,class
85,11,126,10,10,10,0,0,22,22,26,0,26,0,8,0,15,17,1.910026516,0.247179902,2.831333423,0.224709002,0.224709002,0.224709002,0,0,0.494359804,0.494359804,0.584243405,0,0.584243405,0,0.179767201,0,0.337063503,0.382005303,44.502,0,0,0,1,0,0,ad67a1eb-abea-44ba-9c6a-9d8c2984d43f#f93ccc83-e65a-4425-8242-0efab9181625#1821a2392,1470,Dates - 3/5,Reliable
61,7,84,7,7,8,0,0,17,17,14,0,14,0,11,0,11,8,2.570260818,0.294947963,3.539375553,0.294947963,0.294947963,0.337083386,0,0,0.716302195,0.716302195,0.589895926,0,0.589895926,0,0.463489656,0,0.463489656,0.337083386,23.733,0,0,0,1,0,0,ad67a1eb-abea-44ba-9c6a-9d8c2984d43f#f93ccc83-e65a-4425-8242-0efab9181625#1821a2392,1470,Dates - 5/5,Reliable
5,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,10.204081633,0,14.285714286,2.040816327,2.040816327,2.040816327,0,0,4.081632653,4.081632653,0,0,0,0,0,0,0,0,0.49,0,0,0,0,1,0,b3baed8b-629e-4230-b8b4-ab5e9581fef6#b41add73-f6b1-46f4-a849-e4cfae009bfe#15f4ce5cd,1470,Table - 5/7,Reliable
6,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,11.834319527,0,13.806706114,1.972386588,1.972386588,1.972386588,0,0,3.944773176,3.944773176,0,0,0,0,0,0,0,0,0.507,0,0,0,0,1,0,b3baed8b-629e-4230-b8b4-ab5e9581fef6#b41add73-f6b1-46f4-a849-e4cfae009bfe#15f4ce5cd,1470,Table - 6/7,Reliable
4,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,8.771929825,0,15.350877193,2.192982456,2.192982456,2.192982456,0,0,4.385964912,4.385964912,0,0,0,0,0,0,0,0,0.456,0,0,0,0,1,0,d2c1d058-56bb-4f28-8b49-01c081e69bdc#268a4665-bd68-424c-88b6-db1ed4340e0e#18c1006be,1470,Table - 5/7,Reliable
43,15,11,1,1,1,0,0,4,4,0,0,0,0,0,0,9,0,3.529798063,1.231324906,0.902971597,0.082088327,0.082088327,0.082088327,0,0,0.328353308,0.328353308,0,0,0,0,0,0,0.738794943,0,12.182,0,0,1,0,0,0,dee40b10-ecec-497b-99e6-3e70a764b262#5e017c29-9a95-4ff5-a842-d734e09892f8#1873ec48f,1470,Amounts - 1/11,Reliable
16,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,7.703418392,0,1.925854598,0,0,0,0,0,0.962927299,0.962927299,0,0,0,0,0,0,1.925854598,0,2.077,0,0,1,0,0,0,dee40b10-ecec-497b-99e6-3e70a764b262#5e017c29-9a95-4ff5-a842-d734e09892f8#1873ec48f,1470,Amounts - 10/11,Reliable
29,3,8,1,1,2,0,0,2,2,0,0,0,0,0,0,9,0,3.085762928,0.319216855,0.851244946,0.106405618,0.106405618,0.212811236,0,0,0.212811236,0.212811236,0,0,0,0,0,0,0.957650564,0,9.398,0,0,1,0,0,0,dee40b10-ecec-497b-99e6-3e70a764b262#5e017c29-9a95-4ff5-a842-d734e09892f8#1873ec48f,1470,Amounts - 11/11,Reliable
16,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,8.121827411,0,2.030456853,0,0,0,0,0,1.015228426,1.015228426,0,0,0,0,0,0,2.030456853,0,1.97,0,0,1,0,0,0,dee40b10-ecec-497b-99e6-3e70a764b262#5e017c29-9a95-4ff5-a842-d734e09892f8#1873ec48f,1470,Amounts - 2/11,Reliable
15,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,8.398656215,0,2.239641657,0,0,0,0,0,1.119820829,1.119820829,0,0,0,0,0,0,2.239641657,0,1.786,0,0,1,0,0,0,dee40b10-ecec-497b-99e6-3e70a764b262#5e017c29-9a95-4ff5-a842-d734e09892f8#1873ec48f,1470,Amounts - 3/11,Reliable
13,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,6.714876033,0,2.066115702,0,0,0,0,0,1.033057851,1.033057851,0,0,0,0,0,0,2.066115702,0,1.936,0,0,1,0,0,0,dee40b10-ecec-497b-99e6-3e70a764b262#5e017c29-9a95-4ff5-a842-d734e09892f8#1873ec48f,1470,Amounts - 4/11,Reliable
14,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,6.862745098,0,1.960784314,0,0,0,0,0,0.980392157,0.980392157,0,0,0,0,0,0,1.960784314,0,2.04,0,0,1,0,0,0,dee40b10-ecec-497b-99e6-3e70a764b262#5e017c29-9a95-4ff5-a842-d734e09892f8#1873ec48f,1470,Amounts - 5/11,Reliable
17,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,5.695142379,0,1.340033501,0,0,0,0,0,0.67001675,0.67001675,0,0,0,0,0,0,1.340033501,0,2.985,0,0,1,0,0,0,dee40b10-ecec-497b-99e6-3e70a764b262#5e017c29-9a95-4ff5-a842-d734e09892f8#1873ec48f,1470,Amounts - 6/11,Reliable
15,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,6.756756757,0,1.801801802,0,0,0,0,0,0.900900901,0.900900901,0,0,0,0,0,0,1.801801802,0,2.22,0,0,1,0,0,0,dee40b10-ecec-497b-99e6-3e70a764b262#5e017c29-9a95-4ff5-a842-d734e09892f8#1873ec48f,1470,Amounts - 7/11,Reliable
16,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,7.670182167,0,1.917545542,0,0,0,0,0,0.958772771,0.958772771,0,0,0,0,0,0,1.917545542,0,2.086,0,0,1,0,0,0,dee40b10-ecec-497b-99e6-3e70a764b262#5e017c29-9a95-4ff5-a842-d734e09892f8#1873ec48f,1470,Amounts - 8/11,Reliable
14,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,6.369426752,0,1.819836215,0,0,0,0,0,0.909918107,0.909918107,0,0,0,0,0,0,1.819836215,0,2.198,0,0,1,0,0,0,dee40b10-ecec-497b-99e6-3e70a764b262#5e017c29-9a95-4ff5-a842-d734e09892f8#1873ec48f,1470,Amounts - 9/11,Reliable
60,4,18,1,1,2,0,0,7,7,0,0,0,0,11,0,28,0,4.743833017,0.316255534,1.423149905,0.079063884,0.079063884,0.158127767,0,0,0.553447185,0.553447185,0,0,0,0,0.86970272,0,2.213788741,0,12.648,0,0,0,1,0,0,f409f664-d2ac-45e0-acbb-856159e885ec#6ff8ec98-6298-4443-8a1f-cc87bb0dc0ed#18c1006be,1470,Dates - 5/5,Unreliable
71,2,29,2,2,7,0,0,9,9,0,0,0,0,0,0,32,0,17.741129435,0.499750125,7.246376812,0.499750125,0.499750125,1.749125437,0,0,2.248875562,2.248875562,0,0,0,0,0,0,7.996001999,0,4.002,0,0,0,1,0,0,f4af3516-378d-4f17-9f19-3415cafbb29c#abe4d4c6-261b-44b3-bb05-4d18e43fb0c9#17b185eef,1470,Dates - 2/5,Reliable
43,2,20,2,2,4,0,0,6,6,0,0,0,0,0,0,18,0,15.124868097,0.703482237,7.034822371,0.703482237,0.703482237,1.406964474,0,0,2.110446711,2.110446711,0,0,0,0,0,0,6.331340134,0,2.843,0,0,0,1,0,0,f4af3516-378d-4f17-9f19-3415cafbb29c#abe4d4c6-261b-44b3-bb05-4d18e43fb0c9#17b185eef,1470,Dates - 3/5,Reliable
65,1,27,1,1,7,0,0,9,9,0,0,0,0,1,0,31,0,17.328712343,0.266595575,7.198080512,0.266595575,0.266595575,1.866169022,0,0,2.399360171,2.399360171,0,0,0,0,0.266595575,0,8.26446281,0,3.751,0,0,0,1,0,0,fe974aa0-ab18-446b-bec5-ebf87ae483b5#129034e8-3039-4c69-a700-e15019674e73#17b185eef,1470,Dates - 2/5,Reliable
