mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,workunit_id,step_id,class,verbose_text,worker_id,step_id,pattern
7,4,10,2,2,2,0,0,2,2,0,0,0,0,0,0,7,0,2.98253089,1.704303366,4.260758415,0.852151683,0.852151683,0.852151683,0,0,0.852151683,0.852151683,0,0,0,0,0,0,2.98253089,0,2.347,0,0,0,1,0,0,3VGZ74AYTGSABGS8OS3FET3OPO5CGZ#0c432597-89b9-46ad-aa62-2437c014792c#1A19H7KOMN55AMU,Dates -  3/5,1469,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3VGZ74AYTGSABGS8OS3FET3OPO5CGZ - Workunit: Dates -  3/5 - Pattern: Too fast for a WU,A19H7KOMN55AMU,1469,Too fast for a WU
6,4,10,2,2,2,0,0,2,2,0,0,0,0,0,0,7,0,3.492433062,2.328288708,5.820721769,1.164144354,1.164144354,1.164144354,0,0,1.164144354,1.164144354,0,0,0,0,0,0,4.074505239,0,1.718,0,0,0,1,0,0,3VGZ74AYTGSABGS8OS3FET3OPO5CGZ#0c432597-89b9-46ad-aa62-2437c014792c#1A19H7KOMN55AMU,Dates -  4/5,1469,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3VGZ74AYTGSABGS8OS3FET3OPO5CGZ - Workunit: Dates -  4/5 - Pattern: Too fast for a WU,A19H7KOMN55AMU,1469,Too fast for a WU
6,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,12.605042017,0,14.705882353,2.100840336,2.100840336,2.100840336,0,0,4.201680672,4.201680672,0,0,0,0,0,0,0,0,0.476,0,0,0,0,1,0,3WUVMVA7OBFM9IQFU6VDT5T60ARZAK#0fa97c5e-8208-4f20-a9f3-515ee1a1952e#1AJ91Y71JCKQ8O,Table -  4/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3WUVMVA7OBFM9IQFU6VDT5T60ARZAK - Workunit: Table -  4/7 - Pattern: Too fast for a WU,AJ91Y71JCKQ8O,1468,Too fast for a WU
4,0,8,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,10,0,20,2.5,2.5,2.5,0,2.5,5,5,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1,0,3WUVMVA7OBFM9IQFU6VDT5T60ARZAK#0fa97c5e-8208-4f20-a9f3-515ee1a1952e#1AJ91Y71JCKQ8O,Table -  5/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3WUVMVA7OBFM9IQFU6VDT5T60ARZAK - Workunit: Table -  5/7 - Pattern: Too fast for a WU,AJ91Y71JCKQ8O,1468,Too fast for a WU
5,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,13.333333333,0,18.666666667,2.666666667,2.666666667,2.666666667,0,0,5.333333333,5.333333333,0,0,0,0,0,0,0,0,0.375,0,0,0,0,1,0,3WUVMVA7OBFM9IQFU6VDT5T60ARZAK#0fa97c5e-8208-4f20-a9f3-515ee1a1952e#1AJ91Y71JCKQ8O,Table -  6/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3WUVMVA7OBFM9IQFU6VDT5T60ARZAK - Workunit: Table -  6/7 - Pattern: Too fast for a WU,AJ91Y71JCKQ8O,1468,Too fast for a WU
7,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,15.555555556,0,15.555555556,2.222222222,2.222222222,2.222222222,0,0,4.444444444,4.444444444,0,0,0,0,0,0,0,0,0.45,0,0,0,0,1,0,fbc68132-4ada-492f-a65a-1d3cea1e7bad#8585d02d-42c4-4bf5-8388-b34235a87ad8#1b3e3dfaf,Table -  2/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=fbc68132-4ada-492f-a65a-1d3cea1e7bad - Workunit: Table -  2/7 - Pattern: Too fast for a WU,b3e3dfaf,1470,Too fast for a WU
5,0,8,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,11.820330969,0,18.912529551,2.364066194,2.364066194,2.364066194,0,2.364066194,4.728132388,4.728132388,0,0,0,0,0,0,0,0,0.423,0,0,0,0,1,0,fbc68132-4ada-492f-a65a-1d3cea1e7bad#8585d02d-42c4-4bf5-8388-b34235a87ad8#1b3e3dfaf,Table -  3/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=fbc68132-4ada-492f-a65a-1d3cea1e7bad - Workunit: Table -  3/7 - Pattern: Too fast for a WU,b3e3dfaf,1470,Too fast for a WU
6,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,13.392857143,0,15.625,2.232142857,2.232142857,2.232142857,0,0,4.464285714,4.464285714,0,0,0,0,0,0,0,0,0.448,0,0,0,0,1,0,fbc68132-4ada-492f-a65a-1d3cea1e7bad#8585d02d-42c4-4bf5-8388-b34235a87ad8#1b3e3dfaf,Table -  4/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=fbc68132-4ada-492f-a65a-1d3cea1e7bad - Workunit: Table -  4/7 - Pattern: Too fast for a WU,b3e3dfaf,1470,Too fast for a WU
5,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,12.254901961,0,17.156862745,2.450980392,2.450980392,2.450980392,0,0,4.901960784,4.901960784,0,0,0,0,0,0,0,0,0.408,0,0,0,0,1,0,fbc68132-4ada-492f-a65a-1d3cea1e7bad#8585d02d-42c4-4bf5-8388-b34235a87ad8#1b3e3dfaf,Table -  5/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=fbc68132-4ada-492f-a65a-1d3cea1e7bad - Workunit: Table -  5/7 - Pattern: Too fast for a WU,b3e3dfaf,1470,Too fast for a WU
5,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,12.285012285,0,17.199017199,2.457002457,2.457002457,2.457002457,0,0,4.914004914,4.914004914,0,0,0,0,0,0,0,0,0.407,0,0,0,0,1,0,3715a241-01c6-4ee6-9752-c2b93497b644#a1dd1ea0-0b09-46a2-8a60-dada7dd5a7c8#1b46d2a54,Table -  3/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=3715a241-01c6-4ee6-9752-c2b93497b644 - Workunit: Table -  3/7 - Pattern: Too fast for a WU,b46d2a54,1470,Too fast for a WU
6,0,15,2,2,2,0,1,4,4,0,0,0,0,0,0,0,0,15.957446809,0,39.893617021,5.319148936,5.319148936,5.319148936,0,2.659574468,10.638297872,10.638297872,0,0,0,0,0,0,0,0,0.376,0,0,0,0,1,0,3715a241-01c6-4ee6-9752-c2b93497b644#a1dd1ea0-0b09-46a2-8a60-dada7dd5a7c8#1b46d2a54,Table -  4/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=3715a241-01c6-4ee6-9752-c2b93497b644 - Workunit: Table -  4/7 - Pattern: Too fast for a WU,b46d2a54,1470,Too fast for a WU
6,0,14,2,2,2,0,0,4,4,0,0,0,0,0,0,0,0,12.958963283,0,30.237580994,4.319654428,4.319654428,4.319654428,0,0,8.639308855,8.639308855,0,0,0,0,0,0,0,0,0.463,0,0,0,0,1,0,3715a241-01c6-4ee6-9752-c2b93497b644#a1dd1ea0-0b09-46a2-8a60-dada7dd5a7c8#1b46d2a54,Table -  5/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=3715a241-01c6-4ee6-9752-c2b93497b644 - Workunit: Table -  5/7 - Pattern: Too fast for a WU,b46d2a54,1470,Too fast for a WU
7,0,16,3,3,2,0,0,4,4,0,0,0,0,0,0,0,0,15.283842795,0,34.934497817,6.550218341,6.550218341,4.366812227,0,0,8.733624454,8.733624454,0,0,0,0,0,0,0,0,0.458,0,0,0,0,1,0,3715a241-01c6-4ee6-9752-c2b93497b644#a1dd1ea0-0b09-46a2-8a60-dada7dd5a7c8#1b46d2a54,Table -  6/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=3715a241-01c6-4ee6-9752-c2b93497b644 - Workunit: Table -  6/7 - Pattern: Too fast for a WU,b46d2a54,1470,Too fast for a WU
5,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,11.990407674,2.398081535,16.786570743,2.398081535,2.398081535,2.398081535,0,0,4.79616307,4.79616307,0,0,0,0,0,0,0,0,0.417,0,0,0,0,1,0,3022a63a-de50-4bb5-bce1-670e4d211c5e#ae05fea2-38f8-4bbe-a6ad-b28c4a3422c3#1da057848,Table -  6/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=3022a63a-de50-4bb5-bce1-670e4d211c5e - Workunit: Table -  6/7 - Pattern: Too fast for a WU,da057848,1470,Too fast for a WU
4,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,10.178117048,2.544529262,17.811704835,2.544529262,2.544529262,2.544529262,0,0,5.089058524,5.089058524,0,0,0,0,0,0,0,0,0.393,0,0,0,0,1,0,35cbe974-1cb4-4053-ac16-b49ac6ee7f09#b9385fdc-d44a-4b7d-a2de-91f9d5885785#1da057848,Table -  3/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=35cbe974-1cb4-4053-ac16-b49ac6ee7f09 - Workunit: Table -  3/7 - Pattern: Too fast for a WU,da057848,1470,Too fast for a WU
4,1,8,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,13.559322034,3.389830508,27.118644068,3.389830508,3.389830508,3.389830508,0,3.389830508,6.779661017,6.779661017,0,0,0,0,0,0,0,0,0.295,0,0,0,0,1,0,35cbe974-1cb4-4053-ac16-b49ac6ee7f09#b9385fdc-d44a-4b7d-a2de-91f9d5885785#1da057848,Table -  4/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=35cbe974-1cb4-4053-ac16-b49ac6ee7f09 - Workunit: Table -  4/7 - Pattern: Too fast for a WU,da057848,1470,Too fast for a WU
5,0,15,2,2,2,0,1,4,4,0,0,0,0,0,0,0,0,12.987012987,0,38.961038961,5.194805195,5.194805195,5.194805195,0,2.597402597,10.38961039,10.38961039,0,0,0,0,0,0,0,0,0.385,0,0,0,0,1,0,35cbe974-1cb4-4053-ac16-b49ac6ee7f09#b9385fdc-d44a-4b7d-a2de-91f9d5885785#1da057848,Table -  5/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=35cbe974-1cb4-4053-ac16-b49ac6ee7f09 - Workunit: Table -  5/7 - Pattern: Too fast for a WU,da057848,1470,Too fast for a WU
5,0,14,2,2,2,0,0,4,4,0,0,0,0,0,0,0,0,14.204545455,0,39.772727273,5.681818182,5.681818182,5.681818182,0,0,11.363636364,11.363636364,0,0,0,0,0,0,0,0,0.352,0,0,0,0,1,0,35cbe974-1cb4-4053-ac16-b49ac6ee7f09#b9385fdc-d44a-4b7d-a2de-91f9d5885785#1da057848,Table -  6/7,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=35cbe974-1cb4-4053-ac16-b49ac6ee7f09 - Workunit: Table -  6/7 - Pattern: Too fast for a WU,da057848,1470,Too fast for a WU
