mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,workunit_id,step_id,class,verbose_text,worker_id,step_id,pattern
5,0,7,1,1,1,0,0,2,2,0,0,0,0,1,0,7,0,4.62962963,0,6.481481481,0.925925926,0.925925926,0.925925926,0,0,1.851851852,1.851851852,0,0,0,0,0.925925926,0,6.481481481,0,1.08,0,0,0,1,0,0,3HUR21WDDU1Y05O39UL8Z6V3Y6QXY4#bf51d24f-abdf-4fa4-a477-29edd47cdc54#1A2F0TZ26J6O49K,Dates -  2/5,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3HUR21WDDU1Y05O39UL8Z6V3Y6QXY4 - Workunit: Dates -  2/5 - Pattern: Too fast for a WU,A2F0TZ26J6O49K,1469,Too fast for a WU
3,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,7,0,6.237006237,0,14.553014553,2.079002079,2.079002079,2.079002079,0,0,4.158004158,4.158004158,0,0,0,0,0,0,14.553014553,0,0.481,0,0,0,1,0,0,3HUR21WDDU1Y05O39UL8Z6V3Y6QXY4#bf51d24f-abdf-4fa4-a477-29edd47cdc54#1A2F0TZ26J6O49K,Dates -  3/5,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3HUR21WDDU1Y05O39UL8Z6V3Y6QXY4 - Workunit: Dates -  3/5 - Pattern: Too fast for a WU,A2F0TZ26J6O49K,1469,Too fast for a WU
5,2,7,1,1,1,0,0,2,2,0,0,0,0,1,0,7,0,7.256894049,2.90275762,10.159651669,1.45137881,1.45137881,1.45137881,0,0,2.90275762,2.90275762,0,0,0,0,1.45137881,0,10.159651669,0,0.689,0,0,0,1,0,0,3KQC8JMJGC40YCR0F5AW6QBV0EQH3Y#21831fc6-9238-487d-b44a-78b5efdcd5e9#1A2F0TZ26J6O49K,Dates -  3/5,1469,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3KQC8JMJGC40YCR0F5AW6QBV0EQH3Y - Workunit: Dates -  3/5 - Pattern: Too fast for a WU,A2F0TZ26J6O49K,1469,Too fast for a WU
5,2,7,1,1,1,0,0,2,2,0,0,0,0,1,0,14,0,5.263157895,2.105263158,7.368421053,1.052631579,1.052631579,1.052631579,0,0,2.105263158,2.105263158,0,0,0,0,1.052631579,0,14.736842105,0,0.95,0,0,0,1,0,0,3M4KL7H8KVZORKT4WI59L678TGW16P#fee42011-72be-4ccd-9cce-299ffbc29ee7#1A2F0TZ26J6O49K,Dates -  3/5,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3M4KL7H8KVZORKT4WI59L678TGW16P - Workunit: Dates -  3/5 - Pattern: Too fast for a WU,A2F0TZ26J6O49K,1469,Too fast for a WU
5,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,9,0,5.081300813,0,7.113821138,1.016260163,1.016260163,1.016260163,0,0,2.032520325,2.032520325,0,0,0,0,0,0,9.146341463,0,0.984,0,0,0,1,0,0,3N5YJ55YXGFSSTCWRIKJYIMYT1DNA0#1b500cbb-ddce-466d-a4c8-0c488a410745#1A2F0TZ26J6O49K,Dates -  2/5,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3N5YJ55YXGFSSTCWRIKJYIMYT1DNA0 - Workunit: Dates -  2/5 - Pattern: Too fast for a WU,A2F0TZ26J6O49K,1469,Too fast for a WU
5,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,8,0,5.336179296,0,7.470651014,1.067235859,1.067235859,1.067235859,0,0,2.134471718,2.134471718,0,0,0,0,0,0,8.537886873,0,0.937,0,0,0,1,0,0,3N5YJ55YXGFSSTCWRIKJYIMYT1DNA0#1b500cbb-ddce-466d-a4c8-0c488a410745#1A2F0TZ26J6O49K,Dates -  3/5,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3N5YJ55YXGFSSTCWRIKJYIMYT1DNA0 - Workunit: Dates -  3/5 - Pattern: Too fast for a WU,A2F0TZ26J6O49K,1469,Too fast for a WU
4,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,8,0,7.220216606,0,12.635379061,1.805054152,1.805054152,1.805054152,0,0,3.610108303,3.610108303,0,0,0,0,0,0,14.440433213,0,0.554,0,0,0,1,0,0,3N5YJ55YXGFSSTCWRIKJYIMYT1DNA0#1b500cbb-ddce-466d-a4c8-0c488a410745#1A2F0TZ26J6O49K,Dates -  4/5,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3N5YJ55YXGFSSTCWRIKJYIMYT1DNA0 - Workunit: Dates -  4/5 - Pattern: Too fast for a WU,A2F0TZ26J6O49K,1469,Too fast for a WU
5,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,5,0,3.50877193,0.701754386,4.912280702,0.701754386,0.701754386,0.701754386,0,0,1.403508772,1.403508772,0,0,0,0,0,0,3.50877193,0,1.425,0,0,0,1,0,0,3X2LT8FDHWU4WZSVMLRSYATUWPJW8Y#c81b586d-d9e2-4070-836b-55d2422f0d7f#1A2F0TZ26J6O49K,Dates -  3/5,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3X2LT8FDHWU4WZSVMLRSYATUWPJW8Y - Workunit: Dates -  3/5 - Pattern: Too fast for a WU,A2F0TZ26J6O49K,1469,Too fast for a WU
35,8,14,2,2,2,0,0,4,4,0,0,0,0,4,0,5,0,1.921915326,0.439294932,0.76876613,0.109823733,0.109823733,0.109823733,0,0,0.219647466,0.219647466,0,0,0,0,0.219647466,0,0.274559332,0,18.211,0,0,0,0,1,0,3G3AJKPCXL47230TPJJ32VY55C24YF#ba9433ba-be93-4eb1-b312-d62529e2ebe4#1A32K3YLGBEAFLQ,Table -  1/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3G3AJKPCXL47230TPJJ32VY55C24YF - Workunit: Table -  1/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
11,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,9.990917348,0.908265213,6.357856494,0.908265213,0.908265213,0.908265213,0,0,1.816530427,1.816530427,0,0,0,0,0,0,0,0,1.101,0,0,0,0,1,0,3G3AJKPCXL47230TPJJ32VY55C24YF#ba9433ba-be93-4eb1-b312-d62529e2ebe4#1A32K3YLGBEAFLQ,Table -  2/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3G3AJKPCXL47230TPJJ32VY55C24YF - Workunit: Table -  2/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
12,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,9.433962264,0,5.503144654,0.786163522,0.786163522,0.786163522,0,0,1.572327044,1.572327044,0,0,0,0,0,0,0,0,1.272,0,0,0,0,1,0,3G3AJKPCXL47230TPJJ32VY55C24YF#ba9433ba-be93-4eb1-b312-d62529e2ebe4#1A32K3YLGBEAFLQ,Table -  3/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3G3AJKPCXL47230TPJJ32VY55C24YF - Workunit: Table -  3/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
31,4,9,1,1,1,0,0,3,3,0,0,0,0,0,0,9,0,5.280190768,0.681314938,1.53295861,0.170328734,0.170328734,0.170328734,0,0,0.510986203,0.510986203,0,0,0,0,0,0,1.53295861,0,5.871,0,0,0,0,1,0,3G3AJKPCXL47230TPJJ32VY55C24YF#ba9433ba-be93-4eb1-b312-d62529e2ebe4#1A32K3YLGBEAFLQ,Table -  4/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3G3AJKPCXL47230TPJJ32VY55C24YF - Workunit: Table -  4/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
34,1,9,1,1,1,0,0,3,3,0,0,0,0,0,0,13,0,5.923344948,0.174216028,1.567944251,0.174216028,0.174216028,0.174216028,0,0,0.522648084,0.522648084,0,0,0,0,0,0,2.264808362,0,5.74,0,0,0,0,1,0,3G3AJKPCXL47230TPJJ32VY55C24YF#ba9433ba-be93-4eb1-b312-d62529e2ebe4#1A32K3YLGBEAFLQ,Table -  5/7,1468,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3G3AJKPCXL47230TPJJ32VY55C24YF - Workunit: Table -  5/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
32,0,9,1,1,1,0,0,3,3,0,0,0,0,0,0,13,0,6.195546951,0,1.74249758,0.193610842,0.193610842,0.193610842,0,0,0.580832527,0.580832527,0,0,0,0,0,0,2.516940949,0,5.165,0,0,0,0,1,0,3G3AJKPCXL47230TPJJ32VY55C24YF#ba9433ba-be93-4eb1-b312-d62529e2ebe4#1A32K3YLGBEAFLQ,Table -  6/7,1468,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3G3AJKPCXL47230TPJJ32VY55C24YF - Workunit: Table -  6/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
32,2,8,1,1,2,0,0,2,2,0,0,0,0,0,0,13,0,6.593859468,0.412116217,1.648464867,0.206058108,0.206058108,0.412116217,0,0,0.412116217,0.412116217,0,0,0,0,0,0,2.678755409,0,4.853,0,0,0,0,1,0,3G3AJKPCXL47230TPJJ32VY55C24YF#ba9433ba-be93-4eb1-b312-d62529e2ebe4#1A32K3YLGBEAFLQ,Table -  7/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3G3AJKPCXL47230TPJJ32VY55C24YF - Workunit: Table -  7/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
89,7,16,2,2,2,0,0,5,5,0,0,0,0,9,0,13,0,12.155148866,0.956022945,2.185195302,0.273149413,0.273149413,0.273149413,0,0,0.682873532,0.682873532,0,0,0,0,1.229172357,0,1.775471183,0,7.322,51.077,0,0,0,1,0,3LXX8KJXPWLW5V230R6WHCBICSEO9A#9bcfc84a-d136-4e26-890d-7cf8ec8954e6#1A32K3YLGBEAFLQ,Table -  1/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3LXX8KJXPWLW5V230R6WHCBICSEO9A - Workunit: Table -  1/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
35,7,9,1,1,1,0,0,3,3,0,0,0,0,0,0,13,0,5.969640116,1.193928023,1.535050316,0.170561146,0.170561146,0.170561146,0,0,0.511683439,0.511683439,0,0,0,0,0,0,2.2172949,0,5.863,0,0,0,0,1,0,3LXX8KJXPWLW5V230R6WHCBICSEO9A#9bcfc84a-d136-4e26-890d-7cf8ec8954e6#1A32K3YLGBEAFLQ,Table -  2/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3LXX8KJXPWLW5V230R6WHCBICSEO9A - Workunit: Table -  2/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
46,9,12,2,2,2,0,0,3,3,0,0,0,0,0,0,17,0,4.852832577,0.949467243,1.265956325,0.210992721,0.210992721,0.210992721,0,0,0.316489081,0.316489081,0,0,0,0,0,0,1.793438126,0,9.479,0,0,0,0,1,0,3LXX8KJXPWLW5V230R6WHCBICSEO9A#9bcfc84a-d136-4e26-890d-7cf8ec8954e6#1A32K3YLGBEAFLQ,Table -  3/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3LXX8KJXPWLW5V230R6WHCBICSEO9A - Workunit: Table -  3/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
50,7,12,2,2,2,0,0,3,3,0,0,0,0,0,0,18,0,6.165228113,0.863131936,1.479654747,0.246609125,0.246609125,0.246609125,0,0,0.369913687,0.369913687,0,0,0,0,0,0,2.219482121,0,8.11,0,0,0,0,1,0,3LXX8KJXPWLW5V230R6WHCBICSEO9A#9bcfc84a-d136-4e26-890d-7cf8ec8954e6#1A32K3YLGBEAFLQ,Table -  4/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3LXX8KJXPWLW5V230R6WHCBICSEO9A - Workunit: Table -  4/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
134,7,36,6,6,6,0,0,9,9,0,0,0,0,0,0,54,0,3.94547007,0.206106645,1.059977034,0.176662839,0.176662839,0.176662839,0,0,0.264994258,0.264994258,0,0,0,0,0,0,1.589965551,0,33.963,0,0,0,0,1,0,3LXX8KJXPWLW5V230R6WHCBICSEO9A#9bcfc84a-d136-4e26-890d-7cf8ec8954e6#1A32K3YLGBEAFLQ,Table -  5/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3LXX8KJXPWLW5V230R6WHCBICSEO9A - Workunit: Table -  5/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
31,1,9,1,1,1,0,0,3,3,0,0,0,0,0,0,13,0,7.121525385,0.229726625,2.067539628,0.229726625,0.229726625,0.229726625,0,0,0.689179876,0.689179876,0,0,0,0,0,0,2.986446129,0,4.353,0,0,0,0,1,0,3LXX8KJXPWLW5V230R6WHCBICSEO9A#9bcfc84a-d136-4e26-890d-7cf8ec8954e6#1A32K3YLGBEAFLQ,Table -  6/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3LXX8KJXPWLW5V230R6WHCBICSEO9A - Workunit: Table -  6/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
32,3,8,1,1,2,0,0,2,2,0,0,0,0,0,0,13,0,5.641748942,0.528913963,1.410437236,0.176304654,0.176304654,0.352609309,0,0,0.352609309,0.352609309,0,0,0,0,0,0,2.291960508,0,5.672,0,0,0,0,1,0,3LXX8KJXPWLW5V230R6WHCBICSEO9A#9bcfc84a-d136-4e26-890d-7cf8ec8954e6#1A32K3YLGBEAFLQ,Table -  7/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3LXX8KJXPWLW5V230R6WHCBICSEO9A - Workunit: Table -  7/7 - Pattern: Low No. Fields,A32K3YLGBEAFLQ,1468,Low No. Fields
